,product,price,quantity,date,region
7506,pink morsel,$3.00,531,2018-11-01,east
7507,pink morsel,$3.00,517,2018-11-01,west
7532,pink morsel,$3.00,576,2018-11-02,north
7533,pink morsel,$3.00,536,2018-11-02,south
7534,pink morsel,$3.00,510,2018-11-02,east
7535,pink morsel,$3.00,597,2018-11-02,west
7560,pink morsel,$3.00,568,2018-11-03,north
7561,pink morsel,$3.00,551,2018-11-03,south
7562,pink morsel,$3.00,516,2018-11-03,east
7563,pink morsel,$3.00,542,2018-11-03,west
7588,pink morsel,$3.00,565,2018-11-04,north
7589,pink morsel,$3.00,530,2018-11-04,south
7590,pink morsel,$3.00,510,2018-11-04,east
7591,pink morsel,$3.00,548,2018-11-04,west
7616,pink morsel,$3.00,537,2018-11-05,north
7617,pink morsel,$3.00,539,2018-11-05,south
7618,pink morsel,$3.00,592,2018-11-05,east
7619,pink morsel,$3.00,547,2018-11-05,west
7644,pink morsel,$3.00,580,2018-11-06,north
7645,pink morsel,$3.00,530,2018-11-06,south
7646,pink morsel,$3.00,591,2018-11-06,east
7647,pink morsel,$3.00,547,2018-11-06,west
7672,pink morsel,$3.00,509,2018-11-07,north
7673,pink morsel,$3.00,585,2018-11-07,south
7674,pink morsel,$3.00,550,2018-11-07,east
7675,pink morsel,$3.00,531,2018-11-07,west
7700,pink morsel,$3.00,516,2018-11-08,north
7701,pink morsel,$3.00,541,2018-11-08,south
7702,pink morsel,$3.00,500,2018-11-08,east
7703,pink morsel,$3.00,523,2018-11-08,west
7728,pink morsel,$3.00,549,2018-11-09,north
7729,pink morsel,$3.00,554,2018-11-09,south
7730,pink morsel,$3.00,570,2018-11-09,east
7731,pink morsel,$3.00,573,2018-11-09,west
7756,pink morsel,$3.00,530,2018-11-10,north
7757,pink morsel,$3.00,513,2018-11-10,south
7758,pink morsel,$3.00,522,2018-11-10,east
7759,pink morsel,$3.00,590,2018-11-10,west
7784,pink morsel,$3.00,574,2018-11-11,north
7785,pink morsel,$3.00,508,2018-11-11,south
7786,pink morsel,$3.00,547,2018-11-11,east
7787,pink morsel,$3.00,554,2018-11-11,west
7812,pink morsel,$3.00,572,2018-11-12,north
7813,pink morsel,$3.00,537,2018-11-12,south
7814,pink morsel,$3.00,523,2018-11-12,east
7815,pink morsel,$3.00,599,2018-11-12,west
7840,pink morsel,$3.00,566,2018-11-13,north
7841,pink morsel,$3.00,527,2018-11-13,south
7842,pink morsel,$3.00,592,2018-11-13,east
7843,pink morsel,$3.00,548,2018-11-13,west
7868,pink morsel,$3.00,521,2018-11-14,north
7869,pink morsel,$3.00,569,2018-11-14,south
7870,pink morsel,$3.00,511,2018-11-14,east
7871,pink morsel,$3.00,524,2018-11-14,west
7896,pink morsel,$3.00,541,2018-11-15,north
7897,pink morsel,$3.00,566,2018-11-15,south
7898,pink morsel,$3.00,507,2018-11-15,east
7899,pink morsel,$3.00,569,2018-11-15,west
7924,pink morsel,$3.00,529,2018-11-16,north
7925,pink morsel,$3.00,592,2018-11-16,south
7926,pink morsel,$3.00,554,2018-11-16,east
7927,pink morsel,$3.00,526,2018-11-16,west
7952,pink morsel,$3.00,518,2018-11-17,north
7953,pink morsel,$3.00,505,2018-11-17,south
7954,pink morsel,$3.00,534,2018-11-17,east
7955,pink morsel,$3.00,519,2018-11-17,west
7980,pink morsel,$3.00,507,2018-11-18,north
7981,pink morsel,$3.00,580,2018-11-18,south
7982,pink morsel,$3.00,539,2018-11-18,east
7983,pink morsel,$3.00,549,2018-11-18,west
8008,pink morsel,$3.00,517,2018-11-19,north
8009,pink morsel,$3.00,500,2018-11-19,south
8010,pink morsel,$3.00,575,2018-11-19,east
8011,pink morsel,$3.00,521,2018-11-19,west
8036,pink morsel,$3.00,597,2018-11-20,north
8037,pink morsel,$3.00,526,2018-11-20,south
8038,pink morsel,$3.00,544,2018-11-20,east
8039,pink morsel,$3.00,558,2018-11-20,west
8064,pink morsel,$3.00,539,2018-11-21,north
8065,pink morsel,$3.00,503,2018-11-21,south
8066,pink morsel,$3.00,548,2018-11-21,east
8067,pink morsel,$3.00,514,2018-11-21,west
8092,pink morsel,$3.00,550,2018-11-22,north
8093,pink morsel,$3.00,586,2018-11-22,south
8094,pink morsel,$3.00,570,2018-11-22,east
8095,pink morsel,$3.00,579,2018-11-22,west
8120,pink morsel,$3.00,593,2018-11-23,north
8121,pink morsel,$3.00,581,2018-11-23,south
8122,pink morsel,$3.00,520,2018-11-23,east
8123,pink morsel,$3.00,573,2018-11-23,west
8148,pink morsel,$3.00,563,2018-11-24,north
8149,pink morsel,$3.00,535,2018-11-24,south
8150,pink morsel,$3.00,561,2018-11-24,east
8151,pink morsel,$3.00,506,2018-11-24,west
8176,pink morsel,$3.00,555,2018-11-25,north
8177,pink morsel,$3.00,557,2018-11-25,south
8178,pink morsel,$3.00,568,2018-11-25,east
8179,pink morsel,$3.00,577,2018-11-25,west
8204,pink morsel,$3.00,551,2018-11-26,north
8205,pink morsel,$3.00,514,2018-11-26,south
8206,pink morsel,$3.00,553,2018-11-26,east
8207,pink morsel,$3.00,550,2018-11-26,west
8232,pink morsel,$3.00,591,2018-11-27,north
8233,pink morsel,$3.00,549,2018-11-27,south
8234,pink morsel,$3.00,575,2018-11-27,east
8235,pink morsel,$3.00,548,2018-11-27,west
8260,pink morsel,$3.00,589,2018-11-28,north
8261,pink morsel,$3.00,576,2018-11-28,south
8262,pink morsel,$3.00,573,2018-11-28,east
8263,pink morsel,$3.00,559,2018-11-28,west
8288,pink morsel,$3.00,562,2018-11-29,north
8289,pink morsel,$3.00,509,2018-11-29,south
8290,pink morsel,$3.00,563,2018-11-29,east
8291,pink morsel,$3.00,562,2018-11-29,west
8316,pink morsel,$3.00,547,2018-11-30,north
8317,pink morsel,$3.00,555,2018-11-30,south
8318,pink morsel,$3.00,585,2018-11-30,east
8319,pink morsel,$3.00,517,2018-11-30,west
8344,pink morsel,$3.00,555,2018-12-01,north
8345,pink morsel,$3.00,509,2018-12-01,south
8346,pink morsel,$3.00,512,2018-12-01,east
8347,pink morsel,$3.00,552,2018-12-01,west
8372,pink morsel,$3.00,521,2018-12-02,north
8373,pink morsel,$3.00,518,2018-12-02,south
8374,pink morsel,$3.00,534,2018-12-02,east
8375,pink morsel,$3.00,579,2018-12-02,west
8400,pink morsel,$3.00,502,2018-12-03,north
8401,pink morsel,$3.00,585,2018-12-03,south
8402,pink morsel,$3.00,524,2018-12-03,east
8403,pink morsel,$3.00,536,2018-12-03,west
8428,pink morsel,$3.00,574,2018-12-04,north
8429,pink morsel,$3.00,596,2018-12-04,south
8430,pink morsel,$3.00,596,2018-12-04,east
8431,pink morsel,$3.00,529,2018-12-04,west
8456,pink morsel,$3.00,559,2018-12-05,north
8457,pink morsel,$3.00,575,2018-12-05,south
8458,pink morsel,$3.00,577,2018-12-05,east
8459,pink morsel,$3.00,506,2018-12-05,west
8484,pink morsel,$3.00,579,2018-12-06,north
8485,pink morsel,$3.00,599,2018-12-06,south
8486,pink morsel,$3.00,554,2018-12-06,east
8487,pink morsel,$3.00,554,2018-12-06,west
8512,pink morsel,$3.00,572,2018-12-07,north
8513,pink morsel,$3.00,532,2018-12-07,south
8514,pink morsel,$3.00,551,2018-12-07,east
8515,pink morsel,$3.00,545,2018-12-07,west
8540,pink morsel,$3.00,594,2018-12-08,north
8541,pink morsel,$3.00,591,2018-12-08,south
8542,pink morsel,$3.00,585,2018-12-08,east
8543,pink morsel,$3.00,573,2018-12-08,west
8568,pink morsel,$3.00,579,2018-12-09,north
8569,pink morsel,$3.00,516,2018-12-09,south
8570,pink morsel,$3.00,555,2018-12-09,east
8571,pink morsel,$3.00,553,2018-12-09,west
8596,pink morsel,$3.00,553,2018-12-10,north
8597,pink morsel,$3.00,525,2018-12-10,south
8598,pink morsel,$3.00,503,2018-12-10,east
8599,pink morsel,$3.00,589,2018-12-10,west
8624,pink morsel,$3.00,503,2018-12-11,north
8625,pink morsel,$3.00,509,2018-12-11,south
8626,pink morsel,$3.00,525,2018-12-11,east
8627,pink morsel,$3.00,540,2018-12-11,west
8652,pink morsel,$3.00,541,2018-12-12,north
8653,pink morsel,$3.00,541,2018-12-12,south
8654,pink morsel,$3.00,591,2018-12-12,east
8655,pink morsel,$3.00,581,2018-12-12,west
8680,pink morsel,$3.00,573,2018-12-13,north
8681,pink morsel,$3.00,594,2018-12-13,south
8682,pink morsel,$3.00,571,2018-12-13,east
8683,pink morsel,$3.00,531,2018-12-13,west
8708,pink morsel,$3.00,572,2018-12-14,north
8709,pink morsel,$3.00,562,2018-12-14,south
8710,pink morsel,$3.00,523,2018-12-14,east
8711,pink morsel,$3.00,568,2018-12-14,west
8736,pink morsel,$3.00,518,2018-12-15,north
8737,pink morsel,$3.00,515,2018-12-15,south
8738,pink morsel,$3.00,529,2018-12-15,east
8739,pink morsel,$3.00,600,2018-12-15,west
8764,pink morsel,$3.00,545,2018-12-16,north
8765,pink morsel,$3.00,540,2018-12-16,south
8766,pink morsel,$3.00,600,2018-12-16,east
8767,pink morsel,$3.00,547,2018-12-16,west
8792,pink morsel,$3.00,545,2018-12-17,north
8793,pink morsel,$3.00,509,2018-12-17,south
8794,pink morsel,$3.00,542,2018-12-17,east
8795,pink morsel,$3.00,572,2018-12-17,west
8820,pink morsel,$3.00,585,2018-12-18,north
8821,pink morsel,$3.00,585,2018-12-18,south
8822,pink morsel,$3.00,535,2018-12-18,east
8823,pink morsel,$3.00,593,2018-12-18,west
8848,pink morsel,$3.00,522,2018-12-19,north
8849,pink morsel,$3.00,522,2018-12-19,south
8850,pink morsel,$3.00,599,2018-12-19,east
8851,pink morsel,$3.00,590,2018-12-19,west
8876,pink morsel,$3.00,577,2018-12-20,north
8877,pink morsel,$3.00,517,2018-12-20,south
8878,pink morsel,$3.00,589,2018-12-20,east
8879,pink morsel,$3.00,542,2018-12-20,west
8904,pink morsel,$3.00,553,2018-12-21,north
8905,pink morsel,$3.00,570,2018-12-21,south
8906,pink morsel,$3.00,514,2018-12-21,east
8907,pink morsel,$3.00,523,2018-12-21,west
8932,pink morsel,$3.00,592,2018-12-22,north
8933,pink morsel,$3.00,526,2018-12-22,south
8934,pink morsel,$3.00,556,2018-12-22,east
8935,pink morsel,$3.00,509,2018-12-22,west
8960,pink morsel,$3.00,590,2018-12-23,north
8961,pink morsel,$3.00,541,2018-12-23,south
8962,pink morsel,$3.00,570,2018-12-23,east
8963,pink morsel,$3.00,577,2018-12-23,west
8988,pink morsel,$3.00,580,2018-12-24,north
8989,pink morsel,$3.00,544,2018-12-24,south
8990,pink morsel,$3.00,573,2018-12-24,east
8991,pink morsel,$3.00,500,2018-12-24,west
9016,pink morsel,$3.00,504,2018-12-25,north
9017,pink morsel,$3.00,535,2018-12-25,south
9018,pink morsel,$3.00,541,2018-12-25,east
9019,pink morsel,$3.00,511,2018-12-25,west
9044,pink morsel,$3.00,561,2018-12-26,north
9045,pink morsel,$3.00,578,2018-12-26,south
9046,pink morsel,$3.00,515,2018-12-26,east
9047,pink morsel,$3.00,529,2018-12-26,west
9072,pink morsel,$3.00,526,2018-12-27,north
9073,pink morsel,$3.00,550,2018-12-27,south
9074,pink morsel,$3.00,544,2018-12-27,east
9075,pink morsel,$3.00,571,2018-12-27,west
9100,pink morsel,$3.00,550,2018-12-28,north
9101,pink morsel,$3.00,598,2018-12-28,south
9102,pink morsel,$3.00,588,2018-12-28,east
9103,pink morsel,$3.00,599,2018-12-28,west
9128,pink morsel,$3.00,542,2018-12-29,north
9129,pink morsel,$3.00,598,2018-12-29,south
9130,pink morsel,$3.00,565,2018-12-29,east
9131,pink morsel,$3.00,580,2018-12-29,west
9156,pink morsel,$3.00,586,2018-12-30,north
9157,pink morsel,$3.00,595,2018-12-30,south
9158,pink morsel,$3.00,533,2018-12-30,east
9159,pink morsel,$3.00,563,2018-12-30,west
9184,pink morsel,$3.00,509,2018-12-31,north
9185,pink morsel,$3.00,570,2018-12-31,south
9186,pink morsel,$3.00,530,2018-12-31,east
9187,pink morsel,$3.00,551,2018-12-31,west
9212,pink morsel,$3.00,506,2019-01-01,north
9213,pink morsel,$3.00,544,2019-01-01,south
9214,pink morsel,$3.00,585,2019-01-01,east
9215,pink morsel,$3.00,517,2019-01-01,west
9240,pink morsel,$3.00,589,2019-01-02,north
9241,pink morsel,$3.00,535,2019-01-02,south
9242,pink morsel,$3.00,564,2019-01-02,east
9243,pink morsel,$3.00,598,2019-01-02,west
9268,pink morsel,$3.00,565,2019-01-03,north
9269,pink morsel,$3.00,579,2019-01-03,south
9270,pink morsel,$3.00,525,2019-01-03,east
9271,pink morsel,$3.00,503,2019-01-03,west
9296,pink morsel,$3.00,530,2019-01-04,north
9297,pink morsel,$3.00,500,2019-01-04,south
9298,pink morsel,$3.00,530,2019-01-04,east
9299,pink morsel,$3.00,546,2019-01-04,west
9324,pink morsel,$3.00,587,2019-01-05,north
9325,pink morsel,$3.00,530,2019-01-05,south
9326,pink morsel,$3.00,575,2019-01-05,east
9327,pink morsel,$3.00,517,2019-01-05,west
9352,pink morsel,$3.00,548,2019-01-06,north
9353,pink morsel,$3.00,593,2019-01-06,south
9354,pink morsel,$3.00,598,2019-01-06,east
9355,pink morsel,$3.00,546,2019-01-06,west
9380,pink morsel,$3.00,548,2019-01-07,north
9381,pink morsel,$3.00,549,2019-01-07,south
9382,pink morsel,$3.00,564,2019-01-07,east
9383,pink morsel,$3.00,541,2019-01-07,west
9408,pink morsel,$3.00,574,2019-01-08,north
9409,pink morsel,$3.00,517,2019-01-08,south
9410,pink morsel,$3.00,577,2019-01-08,east
9411,pink morsel,$3.00,567,2019-01-08,west
9436,pink morsel,$3.00,500,2019-01-09,north
9437,pink morsel,$3.00,588,2019-01-09,south
9438,pink morsel,$3.00,588,2019-01-09,east
9439,pink morsel,$3.00,545,2019-01-09,west
9464,pink morsel,$3.00,589,2019-01-10,north
9465,pink morsel,$3.00,517,2019-01-10,south
9466,pink morsel,$3.00,504,2019-01-10,east
9467,pink morsel,$3.00,562,2019-01-10,west
9492,pink morsel,$3.00,554,2019-01-11,north
9493,pink morsel,$3.00,504,2019-01-11,south
9494,pink morsel,$3.00,536,2019-01-11,east
9495,pink morsel,$3.00,537,2019-01-11,west
9520,pink morsel,$3.00,522,2019-01-12,north
9521,pink morsel,$3.00,591,2019-01-12,south
9522,pink morsel,$3.00,569,2019-01-12,east
9523,pink morsel,$3.00,584,2019-01-12,west
9548,pink morsel,$3.00,517,2019-01-13,north
9549,pink morsel,$3.00,501,2019-01-13,south
9550,pink morsel,$3.00,512,2019-01-13,east
9551,pink morsel,$3.00,576,2019-01-13,west
9576,pink morsel,$3.00,564,2019-01-14,north
9577,pink morsel,$3.00,507,2019-01-14,south
9578,pink morsel,$3.00,566,2019-01-14,east
9579,pink morsel,$3.00,597,2019-01-14,west
9604,pink morsel,$3.00,535,2019-01-15,north
9605,pink morsel,$3.00,587,2019-01-15,south
9606,pink morsel,$3.00,539,2019-01-15,east
9607,pink morsel,$3.00,501,2019-01-15,west
9632,pink morsel,$3.00,516,2019-01-16,north
9633,pink morsel,$3.00,578,2019-01-16,south
9634,pink morsel,$3.00,502,2019-01-16,east
9635,pink morsel,$3.00,511,2019-01-16,west
9660,pink morsel,$3.00,530,2019-01-17,north
9661,pink morsel,$3.00,569,2019-01-17,south
9662,pink morsel,$3.00,503,2019-01-17,east
9663,pink morsel,$3.00,551,2019-01-17,west
9688,pink morsel,$3.00,524,2019-01-18,north
9689,pink morsel,$3.00,521,2019-01-18,south
9690,pink morsel,$3.00,545,2019-01-18,east
9691,pink morsel,$3.00,578,2019-01-18,west
9716,pink morsel,$3.00,529,2019-01-19,north
9717,pink morsel,$3.00,502,2019-01-19,south
9718,pink morsel,$3.00,563,2019-01-19,east
9719,pink morsel,$3.00,567,2019-01-19,west
9744,pink morsel,$3.00,569,2019-01-20,north
9745,pink morsel,$3.00,519,2019-01-20,south
9746,pink morsel,$3.00,574,2019-01-20,east
9747,pink morsel,$3.00,543,2019-01-20,west
9772,pink morsel,$3.00,537,2019-01-21,north
9773,pink morsel,$3.00,505,2019-01-21,south
9774,pink morsel,$3.00,538,2019-01-21,east
9775,pink morsel,$3.00,531,2019-01-21,west
9800,pink morsel,$3.00,573,2019-01-22,north
9801,pink morsel,$3.00,502,2019-01-22,south
9802,pink morsel,$3.00,598,2019-01-22,east
9803,pink morsel,$3.00,577,2019-01-22,west
9828,pink morsel,$3.00,554,2019-01-23,north
9829,pink morsel,$3.00,576,2019-01-23,south
9830,pink morsel,$3.00,521,2019-01-23,east
9831,pink morsel,$3.00,554,2019-01-23,west
9856,pink morsel,$3.00,549,2019-01-24,north
9857,pink morsel,$3.00,546,2019-01-24,south
9858,pink morsel,$3.00,519,2019-01-24,east
9859,pink morsel,$3.00,506,2019-01-24,west
9884,pink morsel,$3.00,520,2019-01-25,north
9885,pink morsel,$3.00,552,2019-01-25,south
9886,pink morsel,$3.00,569,2019-01-25,east
9887,pink morsel,$3.00,589,2019-01-25,west
9912,pink morsel,$3.00,557,2019-01-26,north
9913,pink morsel,$3.00,562,2019-01-26,south
9914,pink morsel,$3.00,551,2019-01-26,east
9915,pink morsel,$3.00,549,2019-01-26,west
9940,pink morsel,$3.00,508,2019-01-27,north
9941,pink morsel,$3.00,501,2019-01-27,south
9942,pink morsel,$3.00,511,2019-01-27,east
9943,pink morsel,$3.00,595,2019-01-27,west
9968,pink morsel,$3.00,577,2019-01-28,north
9969,pink morsel,$3.00,594,2019-01-28,south
9970,pink morsel,$3.00,520,2019-01-28,east
9971,pink morsel,$3.00,594,2019-01-28,west
9996,pink morsel,$3.00,500,2019-01-29,north
9997,pink morsel,$3.00,576,2019-01-29,south
9998,pink morsel,$3.00,535,2019-01-29,east
9999,pink morsel,$3.00,538,2019-01-29,west
10024,pink morsel,$3.00,594,2019-01-30,north
10025,pink morsel,$3.00,546,2019-01-30,south
10026,pink morsel,$3.00,599,2019-01-30,east
10027,pink morsel,$3.00,547,2019-01-30,west
10052,pink morsel,$3.00,550,2019-01-31,north
10053,pink morsel,$3.00,512,2019-01-31,south
10054,pink morsel,$3.00,533,2019-01-31,east
10055,pink morsel,$3.00,580,2019-01-31,west
10080,pink morsel,$3.00,583,2019-02-01,north
10081,pink morsel,$3.00,527,2019-02-01,south
10082,pink morsel,$3.00,554,2019-02-01,east
10083,pink morsel,$3.00,503,2019-02-01,west
10108,pink morsel,$3.00,532,2019-02-02,north
10109,pink morsel,$3.00,546,2019-02-02,south
10110,pink morsel,$3.00,582,2019-02-02,east
10111,pink morsel,$3.00,537,2019-02-02,west
10136,pink morsel,$3.00,534,2019-02-03,north
10137,pink morsel,$3.00,574,2019-02-03,south
10138,pink morsel,$3.00,578,2019-02-03,east
10139,pink morsel,$3.00,583,2019-02-03,west
10164,pink morsel,$3.00,516,2019-02-04,north
10165,pink morsel,$3.00,549,2019-02-04,south
10166,pink morsel,$3.00,520,2019-02-04,east
10167,pink morsel,$3.00,514,2019-02-04,west
10192,pink morsel,$3.00,539,2019-02-05,north
10193,pink morsel,$3.00,553,2019-02-05,south
10194,pink morsel,$3.00,558,2019-02-05,east
10195,pink morsel,$3.00,508,2019-02-05,west
10220,pink morsel,$3.00,517,2019-02-06,north
10221,pink morsel,$3.00,574,2019-02-06,south
10222,pink morsel,$3.00,521,2019-02-06,east
10223,pink morsel,$3.00,564,2019-02-06,west
10248,pink morsel,$3.00,578,2019-02-07,north
10249,pink morsel,$3.00,528,2019-02-07,south
10250,pink morsel,$3.00,554,2019-02-07,east
10251,pink morsel,$3.00,515,2019-02-07,west
10276,pink morsel,$3.00,554,2019-02-08,north
10277,pink morsel,$3.00,538,2019-02-08,south
10278,pink morsel,$3.00,573,2019-02-08,east
10279,pink morsel,$3.00,596,2019-02-08,west
10304,pink morsel,$3.00,593,2019-02-09,north
10305,pink morsel,$3.00,555,2019-02-09,south
10306,pink morsel,$3.00,535,2019-02-09,east
10307,pink morsel,$3.00,547,2019-02-09,west
10332,pink morsel,$3.00,575,2019-02-10,north
10333,pink morsel,$3.00,537,2019-02-10,south
10334,pink morsel,$3.00,520,2019-02-10,east
10335,pink morsel,$3.00,525,2019-02-10,west
10360,pink morsel,$3.00,521,2019-02-11,north
10361,pink morsel,$3.00,591,2019-02-11,south
10362,pink morsel,$3.00,512,2019-02-11,east
10363,pink morsel,$3.00,517,2019-02-11,west
10388,pink morsel,$3.00,524,2019-02-12,north
10389,pink morsel,$3.00,536,2019-02-12,south
10390,pink morsel,$3.00,584,2019-02-12,east
10391,pink morsel,$3.00,578,2019-02-12,west
10416,pink morsel,$3.00,562,2019-02-13,north
10417,pink morsel,$3.00,594,2019-02-13,south
10418,pink morsel,$3.00,500,2019-02-13,east
10419,pink morsel,$3.00,577,2019-02-13,west
10444,pink morsel,$3.00,575,2019-02-14,north
10445,pink morsel,$3.00,526,2019-02-14,south
10446,pink morsel,$3.00,520,2019-02-14,east
10447,pink morsel,$3.00,548,2019-02-14,west
10472,pink morsel,$3.00,522,2019-02-15,north
10473,pink morsel,$3.00,528,2019-02-15,south
10474,pink morsel,$3.00,565,2019-02-15,east
10475,pink morsel,$3.00,578,2019-02-15,west
10500,pink morsel,$3.00,598,2019-02-16,north
10501,pink morsel,$3.00,577,2019-02-16,south
10502,pink morsel,$3.00,558,2019-02-16,east
10503,pink morsel,$3.00,533,2019-02-16,west
10528,pink morsel,$3.00,504,2019-02-17,north
10529,pink morsel,$3.00,551,2019-02-17,south
10530,pink morsel,$3.00,574,2019-02-17,east
10531,pink morsel,$3.00,547,2019-02-17,west
10556,pink morsel,$3.00,565,2019-02-18,north
10557,pink morsel,$3.00,583,2019-02-18,south
10558,pink morsel,$3.00,576,2019-02-18,east
10559,pink morsel,$3.00,588,2019-02-18,west
10584,pink morsel,$3.00,572,2019-02-19,north
10585,pink morsel,$3.00,533,2019-02-19,south
10586,pink morsel,$3.00,532,2019-02-19,east
10587,pink morsel,$3.00,548,2019-02-19,west
10612,pink morsel,$3.00,580,2019-02-20,north
10613,pink morsel,$3.00,547,2019-02-20,south
10614,pink morsel,$3.00,522,2019-02-20,east
10615,pink morsel,$3.00,552,2019-02-20,west
10640,pink morsel,$3.00,533,2019-02-21,north
10641,pink morsel,$3.00,575,2019-02-21,south
10642,pink morsel,$3.00,577,2019-02-21,east
10643,pink morsel,$3.00,573,2019-02-21,west
10668,pink morsel,$3.00,590,2019-02-22,north
10669,pink morsel,$3.00,598,2019-02-22,south
10670,pink morsel,$3.00,575,2019-02-22,east
10671,pink morsel,$3.00,571,2019-02-22,west
10696,pink morsel,$3.00,533,2019-02-23,north
10697,pink morsel,$3.00,581,2019-02-23,south
10698,pink morsel,$3.00,506,2019-02-23,east
10699,pink morsel,$3.00,538,2019-02-23,west
10724,pink morsel,$3.00,564,2019-02-24,north
10725,pink morsel,$3.00,585,2019-02-24,south
10726,pink morsel,$3.00,551,2019-02-24,east
10727,pink morsel,$3.00,508,2019-02-24,west
10752,pink morsel,$3.00,545,2019-02-25,north
10753,pink morsel,$3.00,578,2019-02-25,south
10754,pink morsel,$3.00,571,2019-02-25,east
10755,pink morsel,$3.00,526,2019-02-25,west
10780,pink morsel,$3.00,522,2019-02-26,north
10781,pink morsel,$3.00,551,2019-02-26,south
10782,pink morsel,$3.00,502,2019-02-26,east
10783,pink morsel,$3.00,552,2019-02-26,west
10808,pink morsel,$3.00,531,2019-02-27,north
10809,pink morsel,$3.00,515,2019-02-27,south
10810,pink morsel,$3.00,578,2019-02-27,east
10811,pink morsel,$3.00,545,2019-02-27,west
10836,pink morsel,$3.00,570,2019-02-28,north
10837,pink morsel,$3.00,523,2019-02-28,south
10838,pink morsel,$3.00,577,2019-02-28,east
10839,pink morsel,$3.00,533,2019-02-28,west
10864,pink morsel,$3.00,531,2019-03-01,north
10865,pink morsel,$3.00,569,2019-03-01,south
10866,pink morsel,$3.00,546,2019-03-01,east
10867,pink morsel,$3.00,513,2019-03-01,west
10892,pink morsel,$3.00,594,2019-03-02,north
10893,pink morsel,$3.00,598,2019-03-02,south
10894,pink morsel,$3.00,536,2019-03-02,east
10895,pink morsel,$3.00,563,2019-03-02,west
10920,pink morsel,$3.00,566,2019-03-03,north
10921,pink morsel,$3.00,506,2019-03-03,south
10922,pink morsel,$3.00,531,2019-03-03,east
10923,pink morsel,$3.00,537,2019-03-03,west
10948,pink morsel,$3.00,529,2019-03-04,north
10949,pink morsel,$3.00,562,2019-03-04,south
10950,pink morsel,$3.00,506,2019-03-04,east
10951,pink morsel,$3.00,544,2019-03-04,west
10976,pink morsel,$3.00,522,2019-03-05,north
10977,pink morsel,$3.00,523,2019-03-05,south
10978,pink morsel,$3.00,581,2019-03-05,east
10979,pink morsel,$3.00,519,2019-03-05,west
11004,pink morsel,$3.00,582,2019-03-06,north
11005,pink morsel,$3.00,554,2019-03-06,south
11006,pink morsel,$3.00,558,2019-03-06,east
11007,pink morsel,$3.00,536,2019-03-06,west
11032,pink morsel,$3.00,517,2019-03-07,north
11033,pink morsel,$3.00,527,2019-03-07,south
11034,pink morsel,$3.00,520,2019-03-07,east
11035,pink morsel,$3.00,558,2019-03-07,west
11060,pink morsel,$3.00,507,2019-03-08,north
11061,pink morsel,$3.00,594,2019-03-08,south
11062,pink morsel,$3.00,539,2019-03-08,east
11063,pink morsel,$3.00,599,2019-03-08,west
11088,pink morsel,$3.00,511,2019-03-09,north
11089,pink morsel,$3.00,583,2019-03-09,south
11090,pink morsel,$3.00,552,2019-03-09,east
11091,pink morsel,$3.00,548,2019-03-09,west
11116,pink morsel,$3.00,515,2019-03-10,north
11117,pink morsel,$3.00,592,2019-03-10,south
11118,pink morsel,$3.00,550,2019-03-10,east
11119,pink morsel,$3.00,579,2019-03-10,west
11144,pink morsel,$3.00,553,2019-03-11,north
11145,pink morsel,$3.00,574,2019-03-11,south
11146,pink morsel,$3.00,563,2019-03-11,east
11147,pink morsel,$3.00,564,2019-03-11,west
11172,pink morsel,$3.00,506,2019-03-12,north
11173,pink morsel,$3.00,527,2019-03-12,south
11174,pink morsel,$3.00,542,2019-03-12,east
11175,pink morsel,$3.00,556,2019-03-12,west
11200,pink morsel,$3.00,508,2019-03-13,north
11201,pink morsel,$3.00,599,2019-03-13,south
11202,pink morsel,$3.00,514,2019-03-13,east
11203,pink morsel,$3.00,551,2019-03-13,west
11228,pink morsel,$3.00,559,2019-03-14,north
11229,pink morsel,$3.00,508,2019-03-14,south
11230,pink morsel,$3.00,564,2019-03-14,east
11231,pink morsel,$3.00,568,2019-03-14,west
11256,pink morsel,$3.00,549,2019-03-15,north
11257,pink morsel,$3.00,557,2019-03-15,south
11258,pink morsel,$3.00,521,2019-03-15,east
11259,pink morsel,$3.00,550,2019-03-15,west
11284,pink morsel,$3.00,521,2019-03-16,north
11285,pink morsel,$3.00,560,2019-03-16,south
11286,pink morsel,$3.00,576,2019-03-16,east
11287,pink morsel,$3.00,560,2019-03-16,west
11312,pink morsel,$3.00,561,2019-03-17,north
11313,pink morsel,$3.00,546,2019-03-17,south
11314,pink morsel,$3.00,515,2019-03-17,east
11315,pink morsel,$3.00,557,2019-03-17,west
11340,pink morsel,$3.00,567,2019-03-18,north
11341,pink morsel,$3.00,505,2019-03-18,south
11342,pink morsel,$3.00,588,2019-03-18,east
11343,pink morsel,$3.00,556,2019-03-18,west
11368,pink morsel,$3.00,559,2019-03-19,north
11369,pink morsel,$3.00,584,2019-03-19,south
11370,pink morsel,$3.00,545,2019-03-19,east
11371,pink morsel,$3.00,535,2019-03-19,west
11396,pink morsel,$3.00,545,2019-03-20,north
11397,pink morsel,$3.00,532,2019-03-20,south
11398,pink morsel,$3.00,536,2019-03-20,east
11399,pink morsel,$3.00,593,2019-03-20,west
11424,pink morsel,$3.00,592,2019-03-21,north
